"","X.1","X","Tm","Player","Age","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.",".","OWS","DWS","WS","WS.48","..1","OBPM","DBPM","BPM","VORP","OWS.48","DWS.48","Shot.","Player.ID","Team.Mar","Team.MP","Team.Gm","Year.3PAr","Team.TS.","Tm.USG","Tm.TS.W.O.Plyr","Reb.Vers","Defense","Val.Shot","Offense","MPG...Int","RAW.SPM","X.Min","RAW.Contrib","Tm.Sum","Tm.Adj","BPM.1","StdErr","Contrib","VORP.1","Reb.Vers.1","Val.Shot.1","Offense.1","Defense.1","MPG","Raw.OBPM","Contrib.1","Tm.Ortg","Tm.Sum.1","Tm.Adj.1","Tm.DRtg","OBPM.1","OStdErr","Ocontrib","OVORP","DBPM.1","DStdErr","Dcontrib","DVORP","Sum.SPM","X.Min.1","MPG.1","ReMPG","BPM.2","Contrib.2","VORP.2","VORP.Gm","O.BPM","Ocontrib.1","OVORP.1","OVORP.Gm","D.BPM","Dcontrib.1","DVORP.1","DVORP.Gm","Production","Prod.Gm","Exp.BPM","TrueTalentBPM","Exp.Min","TrueTalentVORP","TrueSalary","TrueTimeVORP","Adjusted.Production","WORP","O.WORP","D.WORP","Adjusted.WORP","Estimated.Position","BBRef.Pos","Age.on.Feb.1","Yrs.Experience","Height","Weight","Rounded.Position","Rounded.Age","Age_factor","position_factor","MinPG","MinPG_factor","BPM_factor","Dcontri_factor"
"288",288,16571,"HOU","Terrence Jones",23,33,889,18.3,0.567,0.314,9.7,17.6,13.7,6.9,1,5.2,9.8,18.4,0,1.7,1.3,3,0.16,0,-0.6,1.9,1.3,0.7,0.091,0.069,16.6,"joneste01",4.01,19804,82,0.268,0.548,337012,0.548,-0.69,1.15,-0.1,1.17,-0.03,1.59,"22.40%",0.36,6.44,-0.33,1.3,2.4,0.3,0.7,0.4,0.2,-0.2,-0.4,0,0,0,1.4,5.1,-0.7,2.6,-0.6,1.6,-0.1,0.2,1.9,1.8,0.4,0.5,-2.5,0.2,26.9,24,1.3,0.3,0.7,1.8,-0.6,-0.1,0.2,0.6,1.9,0.4,0.5,1.2,"$4,500,000 ","$9,600,000 ",0.1,0.6,0.6,1.6,8500000,2,"$10,200,000 ",2,0.6,1.3,5.3,"4.3","4","23.06","2",81,"252","4","23","Young","PF",26.9393939393939,"Bench","Positive","Positive"
"289",289,16572,"CHO","Jason Maxiell",31,61,878,10.4,0.455,0.37,10.5,15.1,12.7,3.4,1.1,4,11.5,13.1,0,0.1,1.2,1.4,0.074,0,-4.5,1.9,-2.6,-0.1,0.007,0.067,11.6,"maxieja01",-3.79,19905,82,0.268,0.498,353638,0.499,-2.51,0.63,-0.32,1.02,-1.33,-2.18,"22.10%",-0.48,-2.5,-0.41,-2.6,2.4,-0.6,-0.1,0.1,0,-2.1,-0.3,-0.7,-3,-0.7,-5.7,0.4,-1.4,1.9,-4.5,1.6,-1,-0.6,1.9,1.8,0.4,0.5,-6.3,0.2,14.4,13.5,-2.6,-0.6,-0.1,-0.2,-4.5,-1,-0.6,-0.8,1.9,0.4,0.5,0.6,"$400,000 ","$200,000 ",-3.2,-2.9,0.08,-0.1,6e+05,0,"$800,000 ",-0.4,-1.6,1.3,-0.1,"4","4","31.95","9",79,"260","4","32","Vet","PF",14.3934426229508,"Rotation","Negative","Positive"
"290",290,16573,"DET","Reggie Jackson",24,27,870,19.8,0.511,0.245,3.4,12.7,7.9,51.2,1.2,0.4,17,28.6,0,1.5,0.5,2,0.11,0,3.9,-1.2,2.6,1,0.083,0.027,23.7,"jacksre01",-1.54,19827,82,0.268,0.515,348020,0.515,6.84,-1.16,0.63,-3.4,0.47,2.75,"21.90%",0.6,-1.14,-0.14,2.6,2.4,0.6,1,2.1,0.6,1.6,-0.1,0.2,4.5,1,-0.2,2.8,-0.6,-1.3,3.9,1.6,0.8,1.2,-1.2,1.8,-0.3,-0.2,5.1,0.2,32.2,28.1,2.6,0.6,1,3.1,3.9,0.8,1.2,3.7,-1.2,-0.3,-0.2,-0.6,"$5,800,000 ","$15,500,000 ",0.2,1.3,0.69,2.3,11700000,3.2,"$16,100,000 ",2.7,3.3,-0.6,8.6,"1","1","24.8","3",75,"208","1","25","Young","PG",32.2222222222222,"Starter","Positive","Negative"
"291",291,16574,"MIN","Shabazz Muhammad",22,38,866,19.9,0.556,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,0,2.1,-0.1,2,0.11,0,2,-3.8,-1.8,0,0.116,-0.006,23.5,"muhamsh01",-8.52,19787,82,0.268,0.517,341855,0.515,0.03,-1.18,-0.01,1.37,-0.45,-0.23,"21.90%",-0.05,-2.34,-1.58,-1.8,2.4,-0.4,0,0.7,0.3,1.8,-0.1,-0.2,2.4,0.5,-2.5,-0.8,-0.4,-6.1,2,1.6,0.4,0.8,-3.8,1.8,-0.8,-0.8,5.8,0.2,22.8,20.6,-1.8,-0.4,0,0.1,2,0.4,0.8,1.7,-3.8,-0.8,-0.8,-1.7,"$1,200,000 ","$1,400,000 ",-2.4,-2.1,0.2,0,9e+05,0,"$1,200,000 ",0.1,2.2,-2.1,0.1,"2.8","2","22.22","1",78,"223","3","22","Rookie","SF",22.7894736842105,"Bench","Negative","Negative"
"292",292,16575,"NYK","Amar'e Stoudemire",32,36,865,19.5,0.589,0.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,0,1.5,0.7,2.2,0.12,0,-0.6,-0.5,-1.1,0.2,0.082,0.038,19.5,"stoudam01",-10.3,19855,82,0.268,0.508,341700,0.504,0.04,0.39,0.02,0.8,-0.33,0.89,"21.80%",0.19,-2.45,-1.98,-1.1,2.5,-0.2,0.2,0.6,0.3,0.1,-0.2,-0.2,0.6,0.1,-5.4,-0.7,-1.2,-4.9,-0.6,1.6,-0.1,0.2,-0.5,1.8,-0.1,0,-0.1,0.2,24,21.6,-1.1,-0.2,0.2,0.4,-0.6,-0.1,0.2,0.6,-0.5,-0.1,0,-0.1,"$1,900,000 ","$3,100,000 ",-2.5,-1.8,0.24,0,1200000,0.2,"$2,000,000 ",0.5,0.7,-0.1,0.6,"4.6","4","32.21","12",82,"245","5","32","Vet","C",24.0277777777778,"Bench","Negative","Negative"
"293",293,16576,"WAS","Drew Gooden",33,51,864,11.9,0.469,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17,0,0.5,1.2,1.7,0.094,0,-1.8,0.2,-1.6,0.1,0.028,0.066,15.5,"goodedr01",0.25,19956,82,0.268,0.534,343082,0.537,0.09,-0.94,-0.22,-0.29,-1.06,-2.2,"21.60%",-0.48,-2.93,0.65,-1.6,2.5,-0.3,0.1,0.6,0.1,-1.5,-0.1,-0.6,-1.5,-0.3,-2.1,-1.1,-0.3,2.3,-1.8,1.6,-0.4,0,0.2,1.8,0,0.1,-1.9,0.2,16.9,15.7,-1.6,-0.3,0.1,0.2,-1.8,-0.4,0,0,0.2,0,0.1,0.2,"$1,500,000 ","$1,700,000 ",-2.2,-1.9,0.23,0,1100000,0.1,"$1,500,000 ",0.3,0,0.3,0.3,"4.4","4","33.36","12",82,"250","4","33","Vet","PF",16.9411764705882,"Rotation","Negative","Negative"
"294",294,16577,"PHO","Brandan Wright",27,40,858,17.8,0.6,0.29,8.9,16,12.4,4.1,1.9,4.2,6.4,12.8,0,2,1.1,3,0.17,0,-0.1,2.3,2.1,0.9,0.11,0.06,12,"wrighbr03",-0.37,19879,82,0.268,0.537,342976,0.535,-2.43,1.74,-0.09,3.35,-0.59,2.07,"21.60%",0.45,-0.79,0.07,2.1,2.5,0.5,0.9,-0.2,0.2,0.4,0,-0.3,0.1,0,-0.5,0.5,-0.2,0.1,-0.1,1.6,0,0.3,2.3,1.8,0.5,0.6,-2.4,0.2,21.5,19.5,2.1,0.5,0.9,1.8,-0.1,0,0.3,0.7,2.3,0.5,0.6,1.1,"$5,200,000 ","$9,600,000 ",-1.5,0.2,0.53,1.2,6500000,2.2,"$11,400,000 ",2.4,0.9,1.5,6,"3.9","4","27.33","6",82,"210","4","27","Mid","PF",21.45,"Bench","Positive","Positive"
"295",295,16578,"NYK","Lou Amundson",32,41,858,12.5,0.444,0.337,11.6,22,16.7,12.6,1.3,5,17,18,0,-0.5,0.8,0.4,0.02,0,-3.8,2.2,-1.6,0.1,-0.026,0.046,14.9,"amundlo01",-10.3,19855,82,0.268,0.508,341700,0.51,2.34,1.42,-0.21,-2.79,-0.65,0.32,"21.60%",0.07,-2.45,-1.98,-1.7,2.5,-0.4,0.1,1.5,0.1,-3.6,-0.3,-0.3,-2.7,-0.6,-5.4,-0.7,-1.2,-4.9,-3.8,1.6,-0.8,-0.5,2.2,1.8,0.5,0.5,-6,0.2,20.9,19.1,-1.7,-0.4,0.1,0.1,-3.8,-0.8,-0.5,-0.9,2.2,0.5,0.5,1.1,"$1,300,000 ","$1,700,000 ",-3,-2.4,0.16,-0.1,7e+05,0.1,"$1,300,000 ",0.2,-1.3,1.5,0.1,"3.9","4","32.15","8",81,"220","4","32","Vet","PF",20.9268292682927,"Bench","Negative","Positive"
"296",296,16579,"BRK","Kevin Garnett",38,42,854,14.8,0.486,0.149,6.1,31.3,18.7,13,2.5,1.2,13.3,18.1,0,0.2,1.4,1.6,0.089,0,-2.8,2.5,-0.4,0.3,0.011,0.078,15.7,"garneke01",-3.31,19928,82,0.268,0.529,347023,0.53,1.06,0.9,-0.15,-1.79,-0.71,-0.53,"21.40%",-0.11,-4.76,0.16,-0.4,2.5,-0.1,0.3,-0.4,0.1,-2.4,0.3,-0.4,-2.8,-0.6,-1.3,-1.1,-0.1,-2,-2.8,1.6,-0.6,-0.2,2.5,1.8,0.5,0.6,-5.3,0.2,20.3,18.6,-0.4,-0.1,0.3,0.7,-2.8,-0.6,-0.2,-0.5,2.5,0.5,0.6,1.2,"$2,600,000 ","$4,200,000 ",-2.1,-1.3,0.32,0.2,2e+06,0.5,"$3,400,000 ",0.9,-0.7,1.6,1.4,"4.7","4","38.71","19",83,"240","5","39","Vet","C",20.3333333333333,"Bench","Negative","Positive"
"297",297,16580,"HOU","Joey Dorsey",31,69,854,11.1,0.507,0.572,13.3,22.7,18,4.4,2.3,2.3,18.4,11.3,0,0.4,1.5,1.9,0.108,0,-3.5,2.1,-1.4,0.1,0.023,0.085,9.2,"dorsejo01",4.01,19804,82,0.268,0.548,337012,0.549,-1.63,1.24,-0.3,0.89,-1.55,-1.06,"21.60%",-0.23,6.44,-0.33,-1.4,2.5,-0.3,0.1,0.4,0,-2.7,0.2,-0.8,-2.8,-0.6,1.4,5.1,-0.7,2.6,-3.5,1.6,-0.7,-0.4,2.1,1.8,0.4,0.5,-5.6,0.2,12.4,11.7,-1.4,-0.3,0.1,0.2,-3.5,-0.7,-0.4,-0.5,2.1,0.4,0.5,0.6,"$1,600,000 ","$1,700,000 ",-2.5,-2,0.22,0,1e+06,0.1,"$1,600,000 ",0.4,-1,1.4,0.4,"4.6","4","31.13","3",80,"268","5","31","Vet","C",12.3768115942029,"Rotation","Negative","Positive"
"298",298,16581,"POR","Meyers Leonard",22,55,847,14.8,0.631,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,0,1.6,1.2,2.8,0.158,0,0.1,0,0.2,0.5,0.09,0.068,13.7,"leoname01",4.69,19856,82,0.268,0.544,347001,0.541,-2.42,-1.48,0.12,3.63,-1.23,-1.5,"21.30%",-0.32,-2.66,1.66,0.2,2.5,0,0.5,-1.2,0.5,1.6,-0.3,-0.6,-0.1,0,2.3,1.5,0.3,2.4,0.1,1.6,0,0.4,0,1.8,0,0.1,0.1,0.2,15.4,14.4,0.2,0,0.5,0.7,0.1,0,0.4,0.6,0,0,0.1,0.1,"$3,200,000 ","$4,200,000 ",-1.8,-0.9,0.37,0.4,2900000,0.8,"$4,800,000 ",1.2,1,0.2,2.2,"5","5","22.93","2",85,"245","5","23","Rookie","C",15.4,"Rotation","Positive","Negative"
"299",299,16582,"ORL","Dewayne Dedmon",25,59,845,13.3,0.568,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,0,0.7,1,1.7,0.099,0,-3.6,0.3,-3.3,-0.3,0.041,0.058,10.3,"dedmode01",-6.23,19755,82,0.268,0.525,339398,0.523,-3.97,0.93,-0.18,1.83,-1.34,-2.55,"21.40%",-0.54,-3.81,-0.73,-3.3,2.5,-0.7,-0.3,0,0.2,-2.1,-0.4,-0.7,-3,-0.6,-4.1,-1.8,-0.6,-2.1,-3.6,1.6,-0.8,-0.4,0.3,1.8,0.1,0.1,-4,0.2,14.3,13.4,-3.3,-0.7,-0.3,-0.4,-3.6,-0.8,-0.4,-0.6,0.3,0.1,0.1,0.2,"($300,000)","($800,000)",-3.6,-3.5,0.01,0,1e+06,0,"$1,000,000 ",-0.7,-1.1,0.4,0,"5","5","25.47","1",84,"245","5","26","Young","C",14.3220338983051,"Rotation","Negative","Positive"
"300",300,16583,"MEM","Nick Calathes",25,58,838,12.3,0.455,0.182,2.6,11.8,7.2,26.6,3.9,0.5,18.6,17.9,0,-0.4,1.5,1.1,0.065,0,-2.1,1.8,-0.3,0.4,-0.022,0.087,14.6,"calatni01",3.94,19904,82,0.268,0.531,348101,0.534,2.32,2.29,0.05,-4.53,-1.33,-1.25,"21.10%",-0.26,-0.24,0.99,-0.3,2.5,-0.1,0.4,0.5,0.2,-3,0.8,-0.7,-2.1,-0.4,-0.1,-0.1,0,4,-2.1,1.6,-0.4,-0.1,1.8,1.8,0.4,0.4,-3.9,0.2,14.4,13.5,-0.3,-0.1,0.4,0.5,-2.1,-0.4,-0.1,-0.1,1.8,0.4,0.4,0.6,"$2,700,000 ","$3,400,000 ",-2.1,-1.3,0.32,0.2,2100000,0.6,"$3,700,000 ",1,-0.2,1.2,1.5,"2","2","25.98","1",78,"213","2","26","Young","SG",14.448275862069,"Rotation","Negative","Positive"
"301",301,16584,"ATL","Shelvin Mack",24,55,833,13.2,0.489,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0,0.5,0.8,1.3,0.075,0,-0.9,-2.2,-3.1,-0.2,0.029,0.046,16.8,"macksh01",5.29,19732,82,0.268,0.564,341423,0.567,1.47,-0.51,0.17,-3.1,-1.26,-3.4,"21.10%",-0.72,4.94,0.28,-3.1,2.5,-0.7,-0.2,0.1,0.3,-0.8,0.1,-0.7,-0.9,-0.2,3.4,4.4,-0.1,1.9,-0.9,1.6,-0.2,0.2,-2.2,1.8,-0.5,-0.4,1.3,0.2,15.1,14.1,-3.1,-0.7,-0.2,-0.4,-0.9,-0.2,0.2,0.2,-2.2,-0.5,-0.4,-0.6,"($100,000)","($700,000)",-1.8,-2.4,0.16,-0.1,7e+05,-0.2,"$200,000 ",-0.6,0.4,-1.1,-0.5,"1.2","1","24.78","3",75,"203","1","25","Young","PG",15.1454545454545,"Rotation","Negative","Negative"
"302",302,16585,"CHO","Mo Williams",32,27,831,16.9,0.512,0.225,1.2,9.1,5,36.5,1,0.6,13.4,28.8,0,0.7,0.7,1.4,0.08,0,3.4,-2.4,1,0.6,0.04,0.04,24.9,"willima01",-3.79,19905,82,0.268,0.498,353638,0.497,2.33,-1.3,0.49,0.03,0.31,1.36,"20.90%",0.28,-2.5,-0.41,1,2.5,0.2,0.6,0.5,0.6,3.8,-0.2,0.2,4.8,1,-5.7,0.4,-1.4,1.9,3.4,1.6,0.7,1.1,-2.4,1.8,-0.5,-0.4,5.8,0.2,30.8,26.8,1,0.2,0.6,1.9,3.4,0.7,1.1,3.2,-2.4,-0.5,-0.4,-1.3,"$3,900,000 ","$9,800,000 ",-0.4,0.2,0.54,1.2,6600000,1.6,"$8,500,000 ",1.7,2.8,-1.2,4.3,"1","1","32.12","11",73,"198","1","32","Vet","PG",30.7777777777778,"Starter","Positive","Negative"
"303",303,16586,"NOP","Luke Babbitt",25,63,830,11.1,0.639,0.099,1.6,13.5,7.6,4.3,1.1,1,11.5,12.4,0,1.1,0.5,1.6,0.092,0,0,-1.4,-1.4,0.1,0.063,0.029,11,"babbilu01",1.16,19782,82,0.268,0.537,346147,0.535,-3.95,-0.96,0.17,4.79,-1.47,-1.59,"21.00%",-0.33,0.45,0.19,-1.4,2.5,-0.3,0.1,-1.8,0.5,1.9,-0.2,-0.8,-0.3,-0.1,2.6,1.5,0.3,-1.4,0,1.6,0,0.4,-1.4,1.8,-0.3,-0.2,1.4,0.2,13.2,12.4,-1.4,-0.3,0.1,0.2,0,0,0.4,0.5,-1.4,-0.3,-0.2,-0.3,"$1,600,000 ","$1,800,000 ",-2.8,-2.1,0.2,0,9e+05,0.1,"$1,600,000 ",0.3,1,-0.6,0.3,"3.4","3","25.62","4",81,"225","3","26","Young","SF",13.1746031746032,"Rotation","Negative","Negative"
"304",304,16587,"BRK","Thaddeus Young",26,28,829,17.1,0.539,0.217,7.1,15.4,11.2,8,2.4,0.8,10.5,22,0,0.8,0.8,1.6,0.095,0,0.4,0,0.3,0.5,0.048,0.048,19.7,"youngth01",-3.31,19928,82,0.268,0.529,347023,0.528,-0.86,0.56,-0.09,0.29,0.2,0.2,"20.80%",0.04,-4.76,0.16,0.4,2.5,0.1,0.5,0.1,0.2,-0.2,0.3,0.1,0.5,0.1,-1.3,-1.1,-0.1,-2,0.4,1.6,0.1,0.4,0,1.8,0,0.1,0.4,0.2,29.6,25.9,0.4,0.1,0.5,1.4,0.4,0.1,0.4,1.3,0,0,0.1,0.2,"$3,300,000 ","$7,800,000 ",-0.5,-0.1,0.49,0.9,5300000,1.1,"$6,400,000 ",1.3,1.2,0.1,3.1,"3.3","4","26.62","7",80,"221","3","27","Mid","SF",29.6071428571429,"Starter","Positive","Negative"
"305",305,16588,"IND","Chris Copeland",30,50,828,7.4,0.468,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,0,-0.9,0.8,-0.1,-0.008,0,-2.8,-1.5,-4.3,-0.5,-0.053,0.045,18.1,"copelch01",-0.14,19855,82,0.268,0.524,345392,0.526,-1.43,-1.47,-0.08,-0.92,-1.11,-4.93,"20.90%",-1.03,-3.37,0.64,-4.3,2.5,-0.9,-0.5,-0.6,0.2,-1.1,-0.3,-0.6,-2.4,-0.5,-2.1,-0.4,-0.4,2,-2.8,1.6,-0.6,-0.2,-1.5,1.8,-0.3,-0.3,-1.3,0.2,16.6,15.3,-4.3,-0.9,-0.5,-0.8,-2.8,-0.6,-0.2,-0.4,-1.5,-0.3,-0.3,-0.4,"($1,300,000)","($2,700,000)",-2.3,-3.2,0.04,-0.1,8e+05,-0.1,"$600,000 ",-1.3,-0.6,-0.7,-0.3,"3.4","3","30.88","2",81,"239","3","31","Vet","SF",16.56,"Rotation","Negative","Negative"
"306",306,16589,"ORL","Kyle O'Quinn",24,51,824,14.8,0.55,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,0,0.5,1.1,1.6,0.091,0,-2.1,2,-0.2,0.4,0.028,0.063,14.7,"oquinky01",-6.23,19755,82,0.268,0.525,339398,0.524,0.25,1.53,0,-0.07,-1.15,0.56,"20.90%",0.12,-3.81,-0.73,-0.2,2.5,0,0.4,-0.1,0.3,-1.1,0,-0.6,-1.5,-0.3,-4.1,-1.8,-0.6,-2.1,-2.1,1.6,-0.4,-0.1,2,1.8,0.4,0.5,-4.1,0.2,16.2,15,-0.2,0,0.4,0.6,-2.1,-0.4,-0.1,-0.2,2,0.4,0.5,0.8,"$2,800,000 ","$3,900,000 ",-3.3,-1.9,0.24,0,1100000,0.4,"$3,000,000 ",1,-0.3,1.3,1.2,"4.3","4","24.85","2",82,"250","4","25","Young","PF",16.156862745098,"Rotation","Negative","Positive"
"307",307,16590,"MEM","Jon Leuer",25,63,824,11.9,0.478,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0,0.2,1.2,1.3,0.078,0,-3.1,0,-3.1,-0.2,0.01,0.068,16.6,"leuerjo01",3.94,19904,82,0.268,0.531,348101,0.534,-0.55,-1.02,-0.22,-1.01,-1.48,-4.06,"20.70%",-0.84,-0.24,0.99,-3.1,2.5,-0.6,-0.2,-0.2,0.1,-2,-0.1,-0.8,-3.1,-0.6,-0.1,-0.1,0,4,-3.1,1.6,-0.6,-0.3,0,1.8,0,0.1,-3.1,0.2,13.1,12.3,-3.1,-0.6,-0.2,-0.3,-3.1,-0.6,-0.3,-0.4,0,0,0.1,0.1,"$0 ","($400,000)",-2.4,-2.7,0.12,-0.1,6e+05,-0.1,"$400,000 ",-0.6,-0.8,0.2,-0.3,"4","4","25.72","3",82,"228","4","26","Young","PF",13.0793650793651,"Rotation","Negative","Negative"
"308",308,16591,"MIN","Nikola Pekovic",29,31,815,16.6,0.502,0.393,12.1,21,16.4,5.7,1.2,1.2,9.8,23.1,0,0.9,0.2,1.2,0.069,0,-1.7,-2.8,-4.5,-0.5,0.055,0.014,20.8,"pekovni01",-8.52,19787,82,0.268,0.517,341855,0.518,-0.96,-0.73,-0.23,-1.1,-0.12,-2.91,"20.60%",-0.6,-2.34,-1.58,-4.5,2.5,-0.9,-0.5,0.6,0.1,-1.7,-0.1,-0.1,-1.3,-0.3,-2.5,-0.8,-0.4,-6.1,-1.7,1.6,-0.4,0,-2.8,1.8,-0.6,-0.5,1,0.2,26.3,23.3,-4.5,-0.9,-0.5,-1.4,-1.7,-0.4,0,0,-2.8,-0.6,-0.5,-1.3,"($1,400,000)","($5,400,000)",-1.9,-3,0.07,-0.1,7e+05,-0.2,"$200,000 ",-1.4,0,-1.4,-0.4,"5","5","29.08","4",83,"307","5","29","Vet","C",26.2903225806452,"Bench","Negative","Negative"
"309",309,16592,"OKC","Enes Kanter",22,26,809,24.9,0.611,0.335,17.5,20.5,19,6.4,0.8,1.3,11.6,23.9,0,2.9,0.8,3.7,0.22,0,3,-1.7,1.2,0.7,0.172,0.048,21.1,"kanteen01",2.54,19832,82,0.268,0.532,344899,0.528,0.75,-1.18,-0.01,1.39,0.33,1.29,"20.40%",0.26,3.19,-0.03,1.3,2.5,0.3,0.7,2.1,0.3,0.8,-0.3,0.2,3.1,0.6,2,2.7,-0.1,0.6,3,1.6,0.6,1,-1.8,1.8,-0.4,-0.3,4.8,0.2,31.1,27,1.3,0.3,0.7,2.1,3,0.6,1,3,-1.8,-0.4,-0.3,-0.9,"$4,100,000 ","$10,900,000 ",0.5,0.9,0.63,1.8,9500000,2.1,"$10,700,000 ",1.8,2.6,-0.8,5.5,"5","5","22.7","3",83,"245","5","23","Rookie","C",31.1153846153846,"Starter","Positive","Negative"
"310",310,16593,"LAL","Tarik Black",23,38,803,16.3,0.598,0.468,11.1,22.5,16.6,6.8,0.8,2.2,11.2,14.3,0,1.7,0.4,2.2,0.129,0,-0.3,-0.2,-0.5,0.3,0.103,0.026,12.7,"blackta01",-6.65,19932,82,0.268,0.513,350423,0.51,-0.61,-0.7,0,2.55,-0.64,0.6,"20.10%",0.12,-2.29,-1.14,-0.5,2.5,-0.1,0.3,0.4,0.3,0.2,-0.3,-0.3,0.3,0.1,-2.2,0.2,-0.6,-4.5,-0.3,1.6,-0.1,0.3,-0.2,1.8,0,0,-0.1,0.2,21.1,19.1,-0.5,-0.1,0.3,0.6,-0.3,-0.1,0.3,0.6,-0.2,0,0,0,"$2,400,000 ","$4,000,000 ",-2.5,-1.6,0.28,0.1,1500000,0.4,"$2,900,000 ",0.8,0.8,0,1.1,"4.4","5","23.2","0",81,"250","4","23","Young","PF",21.1315789473684,"Bench","Negative","Negative"
"311",311,16594,"SAS","Patrick Mills",26,51,801,13,0.496,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,0,0.6,0.9,1.4,0.087,0,1,-1.8,-0.7,0.3,0.035,0.052,20.1,"millspa02",6.79,19955,82,0.268,0.555,346961,0.558,-0.15,-0.51,0.03,-0.42,-1.2,-2.28,"20.10%",-0.46,0.49,1.53,-0.7,2.5,-0.2,0.3,0,0.3,0.8,0.1,-0.6,0.6,0.1,2.6,1.1,0.4,4.1,1,1.7,0.2,0.5,-1.8,1.8,-0.4,-0.3,2.8,0.2,15.7,14.6,-0.7,-0.2,0.3,0.4,1,0.2,0.5,0.9,-1.8,-0.4,-0.3,-0.5,"$2,200,000 ","$2,900,000 ",-1.5,-1.2,0.34,0.3,2400000,0.4,"$3,000,000 ",0.7,1.5,-0.8,1.1,"1","1","26.48","5",72,"185","1","27","Mid","PG",15.7058823529412,"Rotation","Negative","Negative"
"312",312,16595,"ORL","Aaron Gordon",19,47,797,11.4,0.517,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0,0.3,0.7,1,0.06,0,-2.8,0,-2.8,-0.2,0.018,0.042,13.3,"gordoaa01",-6.23,19755,82,0.268,0.525,339398,0.525,-1.86,-0.07,-0.13,0.95,-1.07,-2.06,"20.20%",-0.42,-3.81,-0.73,-2.8,2.5,-0.6,-0.2,-0.5,0.2,-1.2,-0.1,-0.6,-2.2,-0.4,-4.1,-1.8,-0.6,-2.1,-2.8,1.7,-0.6,-0.2,0,1.8,0,0.1,-2.9,0.2,17,15.6,-2.8,-0.6,-0.2,-0.3,-2.8,-0.6,-0.2,-0.4,0,0,0.1,0.1,"$200,000 ","($300,000)",-3.1,-3,0.07,-0.1,7e+05,-0.1,"$700,000 ",-0.4,-0.6,0.2,-0.2,"3.6","4","19.38","0",81,"220","4","19","Rookie","PF",16.9574468085106,"Rotation","Negative","Negative"
"313",313,16596,"NYK","Pablo Prigioni",37,43,795,12.7,0.583,0.161,2.5,9.3,5.8,20.4,3.4,0.1,21.4,12.7,0,0.7,0.5,1.2,0.075,0,0.2,-0.8,-0.5,0.3,0.044,0.031,10,"prigipa01",-10.3,19855,82,0.268,0.508,341700,0.506,0.54,1.45,0.42,0.36,-0.91,1.44,"20.00%",0.29,-2.45,-1.98,-0.5,2.5,-0.1,0.3,0.1,0.7,0.4,0.7,-0.5,1.4,0.3,-5.4,-0.7,-1.2,-4.9,0.2,1.7,0,0.4,-0.8,1.8,-0.2,-0.1,1,0.2,18.5,16.9,-0.5,-0.1,0.3,0.6,0.2,0,0.4,0.7,-0.8,-0.2,-0.1,-0.2,"$2,400,000 ","$3,600,000 ",-3.5,-2.1,0.2,0,9e+05,0.3,"$2,300,000 ",0.8,1,-0.3,0.8,"1.1","1","37.71","2",75,"185","1","38","Vet","PG",18.4883720930233,"Rotation","Negative","Negative"
"314",314,16597,"HOU","Kostas Papanikolaou",24,43,795,7.8,0.444,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,0,-0.4,0.9,0.5,0.029,0,-3,0.7,-2.3,-0.1,-0.025,0.054,11.2,"papanko01",4.01,19804,82,0.268,0.548,337012,0.551,1.01,0.08,-0.08,-2.11,-0.91,-1.93,"20.10%",-0.39,6.44,-0.33,-2.3,2.5,-0.5,-0.1,0.6,0.2,-2.7,0.1,-0.5,-2.3,-0.5,1.4,5.1,-0.7,2.6,-3,1.7,-0.6,-0.3,0.7,1.8,0.1,0.2,-3.7,0.2,18.5,16.9,-2.3,-0.5,-0.1,-0.1,-3,-0.6,-0.3,-0.5,0.7,0.1,0.2,0.4,"$800,000 ","$500,000 ",-1.4,-1.8,0.25,0.1,1300000,-0.1,"$700,000 ",-0.1,-0.7,0.5,-0.2,"2.9","3","24.51","0",80,"225","3","25","Young","SF",18.4883720930233,"Rotation","Negative","Positive"
